iter	Passed	Remaining
365	5189	8989
366	5193	8957
367	5202	8935
368	5211	8911
369	5219	8888
370	5224	8858
371	5228	8826
372	5232	8794
373	5235	8763
374	5246	8744
375	5250	8713
376	5263	8697
377	5266	8666
378	5295	8677
379	5299	8646
380	5308	8623
381	5311	8593
382	5315	8563
383	5331	8553
384	5340	8531
385	5344	8501
386	5348	8471
387	5358	8451
388	5361	8421
389	5370	8399
390	5375	8373
391	5379	8343
392	5383	8314
393	5387	8286
394	5390	8256
395	5401	8238
396	5404	8209
397	5408	8180
398	5434	8185
399	5438	8157
400	5441	8128
401	5445	8100
402	5449	8072
403	5462	8058
404	5465	8030
405	5510	8061
406	5513	8033
407	5523	8013
408	5526	7985
409	5530	7958
410	5540	7940
411	5544	7912
412	5552	7891
413	5556	7865
414	5567	7847
415	5570	7820
416	5574	7793
417	5584	7775
418	5590	7751
419	5594	7725
420	5597	7698
421	5608	7681
422	5613	7657
423	5624	7640
424	5627	7614
425	5637	7596
426	5642	7571
427	5646	7545
428	5650	7520
429	5658	7501
430	5662	7475
431	5666	7450
432	5678	7435
433	5681	7409
434	5691	7392
435	5694	7366
436	5698	7342
437	5708	7324
438	5712	7299
439	5722	7282
440	5725	7257
441	5736	7242
442	5740	7217
443	5750	7201
444	5754	7176
445	5762	7157
446	5766	7134
447	5770	7109
448	5778	7091
449	5783	7068
450	5816	7080
451	5820	7056
452	5829	7039
453	5833	7015
454	5836	6991
455	5847	6975
456	5850	6951
457	5862	6938
458	5868	6917
459	5873	6894
460	5876	6871
461	5887	6856
462	5892	6834
463	5902	6818
464	5907	6796
465	5919	6783
466	5923	6760
467	5926	6737
468	5931	6715
469	5936	6693
470	5946	6678
471	5950	6656
472	5954	6633
473	5959	6613
474	5962	6590
475	5972	6574
476	5977	6553
477	5988	6539
478	5993	6518
479	6003	6503
480	6021	6497
481	6025	6475
482	6038	6463
483	6053	6453
484	6057	6432
485	6067	6417
486	6071	6395
487	6074	6373
488	6078	6352
489	6082	6330
490	6091	6314
491	6096	6294
492	6109	6282
493	6114	6263
494	6123	6247
495	6126	6225
496	6130	6204
497	6134	6183
498	6137	6162
499	6146	6146
500	6150	6125
501	6153	6104
502	6164	6090
503	6167	6070
504	6175	6053
505	6180	6034
506	6194	6023
507	6198	6002
508	6205	5986
509	6209	5966
510	6213	5946
511	6223	5931
512	6227	5912
513	6237	5897
514	6240	5877
515	6257	5869
516	6269	5857
517	6275	5839
518	6285	5825
519	6289	5805
520	6292	5785
521	6302	5771
522	6306	5751
523	6309	5731
524	6319	5717
525	6323	5698
526	6336	5686
527	6339	5667
528	6355	5658
529	6359	5639
530	6389	5643
531	6407	5636
532	6418	5623
533	6422	5604
534	6431	5590
535	6435	5571
536	6439	5551
537	6443	5532
538	6455	5521
539	6460	5503
540	6463	5484
541	6473	5470
542	6477	5451
543	6480	5432
544	6489	5417
545	6494	5399
546	6503	5385
547	6508	5368
548	6511	5349
549	6516	5332
550	6520	5313
551	6534	5302
552	6537	5284
553	6549	5273
554	6553	5254
555	6563	5241
556	6567	5222
557	6570	5204
558	6574	5186
559	6578	5168
560	6590	5156
561	6602	5145
562	6607	5128
563	6610	5110
564	6622	5098
565	6627	5081
566	6636	5067
567	6639	5049
568	6643	5031
569	6653	5019
570	6657	5001
571	6666	4987
572	6669	4970
573	6716	4984
574	6720	4967
575	6723	4949
576	6732	4935
577	6737	4918
578	6741	4902
579	6745	4884
580	6751	4868
581	6754	4851
582	6765	4839
583	6769	4822
584	6772	4804
585	6777	4787
586	6781	4771
587	6796	4762
588	6800	4744
589	6805	4729
590	6809	4712
591	6818	4698
592	6821	4682
593	6825	4665
594	6835	4652
595	6851	4644
596	6854	4627
597	6858	4610
598	6862	4593
599	6957	4638
600	7025	4664
601	7028	4646
602	7032	4629
603	7041	4616
604	7044	4599
605	7047	4581
606	7058	4569
607	7063	4553
608	7072	4540
609	7084	4529
610	7088	4512
611	7105	4505
612	7128	4500
613	7132	4484
614	7150	4476
615	7157	4461
616	7235	4491
617	7373	4557
618	7390	4549
619	7395	4532
620	7400	4516
621	7406	4501
622	7412	4485
623	7421	4472
624	7431	4458
625	7457	4455
626	7478	4448
627	7493	4438
628	7497	4421
629	7508	4409
630	7514	4394
631	7522	4380
632	7549	4377
633	7559	4363
634	7567	4349
635	7577	4336
636	7586	4323
637	7616	4321
638	7630	4310
639	7634	4294
640	7640	4278
641	7643	4262
642	7652	4248
643	7669	4239
644	7673	4223
645	7676	4206
646	7683	4192
647	7686	4175
648	7692	4160
649	7696	4144
650	7742	4150
651	7746	4134
652	7751	4118
653	7756	4103
654	7762	4088
655	7766	4072
656	7772	4057
657	7776	4041
658	7782	4027
659	7786	4011
660	7791	3995
661	7796	3980
662	7800	3965
663	7808	3951
664	7811	3935
665	7816	3919
666	7819	3903
667	7823	3888
668	7826	3872
669	7829	3856
670	7833	3841
671	7837	3825
672	7852	3815
673	7860	3801
674	7866	3787
675	7884	3778
676	7890	3764
677	7897	3750
678	7900	3734
679	7903	3719
680	7907	3703
681	7910	3688
682	7915	3673
683	7919	3658
684	7922	3643
685	7927	3628
686	7931	3613
687	7934	3598
688	7938	3583
689	7941	3567
690	7946	3553
691	7949	3538
692	7953	3523
693	7956	3508
694	7963	3494
695	7967	3479
696	7974	3466
697	7983	3454
698	7987	3439
699	7991	3424
700	7994	3409
701	7999	3395
702	8003	3381
703	8008	3367
704	8010	3352
705	8014	3337
706	8018	3322
707	8021	3308
708	8035	3298
709	8038	3283
710	8043	3269
711	8046	3254
712	8049	3240
713	8053	3225
714	8056	3211
715	8061	3197
716	8064	3182
717	8070	3169
718	8073	3155
719	8081	3142
720	8090	3130
721	8097	3117
722	8102	3104
723	8105	3089
724	8108	3075
725	8113	3061
726	8116	3047
727	8156	3047
728	8170	3037
729	8174	3023
730	8185	3012
731	8189	2998
732	8200	2987
733	8204	2973
734	8207	2959
735	8217	2947
736	8222	2934
737	8234	2923
738	8238	2909
739	8253	2899
740	8272	2891
741	8280	2879
742	8294	2868
743	8304	2857
744	8309	2844
745	8312	2830
746	8320	2818
747	8323	2804
748	8335	2793
749	8340	2780
750	8364	2773
751	8373	2761
752	8388	2751
753	8398	2740
754	8412	2729
755	8417	2716
756	8425	2704
757	8429	2691
758	8437	2679
759	8442	2665
760	8446	2652
761	8456	2641
762	8461	2628
763	8469	2616
764	8480	2605
765	8484	2591
766	8492	2579
767	8496	2566
768	8501	2553
769	8513	2543
770	8545	2538
771	8614	2544
772	8629	2534
773	8642	2523
774	8675	2518
775	8696	2510
776	8708	2499
777	8711	2485
778	8729	2476
779	8743	2466
780	8755	2455
781	8759	2441
782	8773	2431
783	8776	2418
784	8788	2407
785	8878	2417
786	8888	2405
787	8891	2392
788	8902	2380
789	8906	2367
790	8916	2355
791	8922	2343
792	8929	2330
793	8933	2317
794	8944	2306
795	8952	2294
796	8955	2281
797	8965	2269
798	8968	2256
799	8971	2242
800	8981	2231
801	8984	2218
802	8999	2207
803	9003	2194
804	9013	2183
805	9018	2170
806	9028	2159
807	9063	2153
808	9067	2140
809	9076	2128
810	9079	2116
811	9083	2103
812	9103	2093
813	9106	2080
814	9118	2069
815	9122	2057
816	9131	2045
817	9135	2032
818	9149	2022
819	9154	2009
820	9163	1997
821	9166	1985
822	9169	1972
823	9179	1960
824	9182	1947
825	9185	1934
826	9198	1924
827	9202	1911
828	9208	1899
829	9215	1887
830	9220	1875
831	9236	1865
832	9242	1852
833	9254	1842
834	9258	1829
835	9271	1818
836	9279	1807
837	9283	1794
838	9286	1782
839	9289	1769
840	9299	1758
841	9303	1745
842	9308	1733
843	9313	1721
844	9330	1711
845	9334	1699
846	9344	1688
847	9347	1675
848	9350	1663
849	9357	1651
850	9364	1639
851	9367	1627
852	9377	1616
853	9380	1603
854	9383	1591
855	9393	1580
856	9396	1567
857	9398	1555
858	9404	1543
859	9407	1531
860	9415	1520
861	9419	1508
862	9434	1497
863	9437	1485
864	9439	1473
865	9450	1462
866	9453	1450
867	9463	1439
868	9466	1427
869	9469	1414
870	9477	1403
871	9481	1391
872	9484	1379
873	9495	1368
874	9498	1356
875	9501	1344
876	9508	1333
877	9512	1321
878	9527	1311
879	9530	1299
880	9539	1288
881	9543	1276
882	9546	1264
883	9554	1253
884	9558	1242
885	9561	1230
886	9571	1219
887	9574	1207
888	9577	1195
889	9589	1185
890	9593	1173
891	9602	1162
892	9612	1151
893	9620	1140
894	9623	1129
895	9634	1118
896	9637	1106
897	9655	1096
898	9664	1085
899	9668	1074
900	9671	1062
901	9681	1051
902	9685	1040
903	9688	1028
904	9697	1017
905	9701	1006
906	9712	995
907	9715	984
908	9725	973
909	9732	962
910	9742	951
911	9745	940
912	9748	928
913	9757	918
914	9760	906
915	9770	895
916	9775	884
917	9789	874
918	9793	863
919	9795	851
920	9800	840
921	9803	829
922	9806	818
923	9811	806
924	9814	795
925	9817	784
926	9827	773
927	9830	762
928	9841	752
929	9844	741
930	9892	733
931	9896	722
932	9909	711
933	9912	700
934	9924	689
935	10006	684
936	10011	673
937	10022	662
938	10026	651
939	10036	640
940	10040	629
941	10051	618
942	10150	613
943	10165	603
944	10181	592
945	10184	581
946	10196	570
947	10201	559
948	10206	548
949	10338	544
950	10342	532
951	10346	521
952	10349	510
953	10359	499
954	10363	488
955	10373	477
956	10377	466
957	10443	457
958	10447	446
959	10458	435
960	10461	424
961	10555	416
962	10559	405
963	10563	394
964	10569	383
965	10572	372
966	10584	361
967	10588	350
968	10653	340
969	10665	329
970	10668	318
971	10679	307
972	10683	296
973	10694	285
974	10701	274
975	10784	265
976	10796	254
977	10801	242
978	10812	231
979	10816	220
980	10829	209
981	10843	198
982	10875	188
983	10878	176
984	10882	165
985	10894	154
986	10908	143
987	10912	132
988	10925	121
989	10942	110
990	10976	99
991	10979	88
992	10984	77
993	10988	66
994	11001	55
995	11004	44
996	11015	33
997	11066	22
998	11069	11
999	11163	0
