iter	Passed	Remaining
266	996	2734
267	999	2728
268	1001	2722
269	1004	2715
270	1007	2710
271	1010	2703
272	1012	2697
273	1015	2690
274	1018	2684
275	1021	2678
276	1023	2672
277	1026	2666
278	1029	2660
279	1032	2653
280	1035	2648
281	1037	2642
282	1040	2636
283	1043	2629
284	1045	2623
285	1048	2617
286	1051	2611
287	1053	2605
288	1056	2599
289	1059	2593
290	1062	2588
291	1065	2583
292	1068	2577
293	1071	2571
294	1073	2566
295	1076	2561
296	1079	2555
297	1082	2550
298	1085	2546
299	1088	2539
300	1091	2534
301	1093	2528
302	1097	2523
303	1099	2517
304	1102	2512
305	1105	2506
306	1107	2500
307	1110	2495
308	1113	2489
309	1116	2484
310	1118	2478
311	1121	2472
312	1124	2468
313	1127	2462
314	1129	2457
315	1132	2451
316	1135	2445
317	1140	2445
318	1145	2445
319	1150	2445
320	1154	2442
321	1157	2437
322	1160	2431
323	1162	2425
324	1165	2420
325	1168	2415
326	1170	2409
327	1173	2404
328	1177	2400
329	1180	2397
330	1183	2392
331	1186	2386
332	1188	2381
333	1191	2375
334	1195	2373
335	1199	2369
336	1202	2365
337	1205	2361
338	1208	2357
339	1212	2353
340	1215	2349
341	1218	2344
342	1222	2340
343	1225	2336
344	1228	2332
345	1231	2328
346	1235	2325
347	1238	2320
348	1241	2315
349	1243	2309
350	1246	2304
351	1249	2300
352	1252	2295
353	1255	2290
354	1258	2285
355	1260	2280
356	1263	2275
357	1266	2271
358	1269	2266
359	1272	2261
360	1275	2257
361	1278	2253
362	1281	2248
363	1283	2242
364	1286	2238
365	1289	2232
366	1292	2229
367	1296	2225
368	1299	2222
369	1302	2217
370	1306	2214
371	1309	2210
372	1312	2206
373	1316	2203
374	1319	2199
375	1322	2195
376	1327	2193
377	1332	2192
378	1334	2187
379	1337	2182
380	1340	2177
381	1343	2172
382	1345	2168
383	1348	2163
384	1351	2158
385	1353	2153
386	1357	2150
387	1360	2146
388	1363	2141
389	1366	2137
390	1369	2132
391	1372	2128
392	1374	2123
393	1377	2118
394	1380	2114
395	1383	2109
396	1385	2105
397	1388	2100
398	1391	2095
399	1394	2091
400	1396	2086
401	1399	2082
402	1402	2077
403	1405	2072
404	1407	2068
405	1410	2063
406	1413	2058
407	1415	2054
408	1418	2049
409	1421	2044
410	1423	2040
411	1426	2035
412	1429	2031
413	1431	2026
414	1434	2022
415	1437	2017
416	1442	2016
417	1446	2013
418	1449	2009
419	1452	2005
420	1455	2001
421	1457	1996
422	1462	1994
423	1465	1990
424	1467	1985
425	1470	1981
426	1473	1976
427	1476	1972
428	1479	1968
429	1481	1964
430	1484	1959
431	1487	1955
432	1489	1950
433	1492	1946
434	1495	1942
435	1498	1937
436	1500	1933
437	1503	1929
438	1506	1925
439	1509	1920
440	1511	1916
441	1514	1912
442	1517	1907
443	1520	1903
444	1522	1899
445	1525	1894
446	1528	1890
447	1530	1886
448	1534	1883
449	1539	1881
450	1544	1880
451	1550	1879
452	1553	1875
453	1556	1871
454	1558	1867
455	1562	1863
456	1565	1859
457	1567	1855
458	1570	1851
459	1573	1847
460	1576	1843
461	1579	1838
462	1582	1834
463	1584	1830
464	1587	1826
465	1590	1822
466	1593	1818
467	1596	1814
468	1599	1810
469	1602	1807
470	1605	1803
471	1608	1799
472	1611	1794
473	1613	1790
474	1617	1787
475	1619	1783
476	1623	1779
477	1626	1776
478	1630	1773
479	1633	1769
480	1636	1765
481	1638	1761
482	1641	1757
483	1645	1753
484	1648	1750
485	1651	1746
486	1653	1742
487	1656	1738
488	1659	1734
489	1662	1730
490	1665	1726
491	1668	1722
492	1670	1718
493	1676	1717
494	1680	1714
495	1683	1710
496	1685	1706
497	1688	1702
498	1691	1698
499	1694	1694
500	1697	1690
501	1699	1686
502	1702	1682
503	1705	1678
504	1708	1674
505	1711	1670
506	1714	1666
507	1717	1663
508	1720	1659
509	1723	1655
510	1725	1651
511	1729	1648
512	1732	1645
513	1736	1641
514	1738	1637
515	1741	1633
516	1744	1629
517	1747	1625
518	1750	1622
519	1752	1618
520	1755	1614
521	1758	1610
522	1761	1606
523	1763	1602
524	1766	1598
525	1769	1594
526	1772	1590
527	1775	1586
528	1777	1582
529	1781	1579
530	1784	1576
531	1787	1572
532	1789	1568
533	1792	1564
534	1795	1560
535	1798	1556
536	1801	1552
537	1803	1549
538	1806	1545
539	1809	1541
540	1812	1537
541	1815	1534
542	1818	1530
543	1820	1526
544	1823	1522
545	1826	1518
546	1828	1514
547	1831	1510
548	1834	1507
549	1837	1503
550	1840	1499
551	1843	1496
552	1846	1492
553	1849	1488
554	1851	1484
555	1854	1480
556	1857	1477
557	1859	1473
558	1862	1469
559	1865	1465
560	1868	1461
561	1870	1458
562	1873	1454
563	1876	1450
564	1879	1447
565	1882	1443
566	1886	1440
567	1889	1437
568	1892	1433
569	1896	1430
570	1900	1428
571	1912	1431
572	1916	1428
573	1919	1424
574	1922	1421
575	1925	1417
576	1928	1414
577	1931	1410
578	1934	1406
579	1937	1402
580	1940	1399
581	1943	1396
582	1946	1392
583	1949	1388
584	1952	1384
585	1955	1381
586	1958	1378
587	1961	1374
588	1964	1370
589	1966	1366
590	1969	1363
591	1972	1359
592	1975	1355
593	1978	1352
594	1981	1348
595	1984	1344
596	1986	1341
597	1989	1337
598	1992	1333
599	1995	1330
600	1997	1326
601	2000	1322
602	2003	1318
603	2006	1315
604	2008	1311
605	2011	1307
606	2014	1304
607	2017	1300
608	2019	1296
609	2022	1293
610	2026	1290
611	2031	1287
612	2034	1284
613	2038	1281
614	2041	1277
615	2043	1274
616	2046	1270
617	2049	1266
618	2053	1263
619	2055	1260
620	2058	1256
621	2061	1252
622	2064	1249
623	2067	1245
624	2070	1242
625	2074	1239
626	2076	1235
627	2079	1231
628	2082	1228
629	2084	1224
630	2087	1220
631	2090	1217
632	2092	1213
633	2095	1209
634	2098	1206
635	2101	1202
636	2103	1198
637	2106	1195
638	2109	1191
639	2112	1188
640	2114	1184
641	2117	1180
642	2120	1177
643	2123	1174
644	2126	1170
645	2129	1166
646	2132	1163
647	2135	1159
648	2137	1156
649	2140	1152
650	2143	1149
651	2146	1145
652	2149	1142
653	2151	1138
654	2154	1134
655	2157	1131
656	2160	1127
657	2164	1125
658	2167	1121
659	2171	1118
660	2174	1115
661	2176	1111
662	2179	1107
663	2182	1104
664	2185	1100
665	2187	1097
666	2191	1093
667	2193	1090
668	2196	1086
669	2199	1083
670	2202	1079
671	2205	1076
672	2208	1072
673	2211	1069
674	2213	1065
675	2217	1062
676	2220	1059
677	2223	1056
678	2226	1052
679	2229	1049
680	2232	1045
681	2235	1042
682	2238	1038
683	2240	1035
684	2243	1031
685	2246	1028
686	2249	1024
687	2252	1021
688	2255	1017
689	2258	1014
690	2264	1012
691	2269	1009
692	2274	1007
693	2277	1004
694	2280	1000
695	2284	997
696	2287	994
697	2291	991
698	2294	988
699	2297	984
700	2302	982
701	2305	978
702	2309	975
703	2311	972
704	2314	968
705	2316	964
706	2319	961
707	2322	957
708	2324	954
709	2329	951
710	2332	947
711	2334	944
712	2337	940
713	2340	937
714	2344	934
715	2346	930
716	2349	927
717	2352	924
718	2355	920
719	2358	917
720	2361	913
721	2364	910
722	2366	906
723	2370	903
724	2374	900
725	2377	897
726	2380	894
727	2383	890
728	2386	887
729	2389	883
730	2392	880
731	2395	877
732	2398	873
733	2401	870
734	2404	866
735	2407	863
736	2412	861
737	2415	857
738	2418	854
739	2421	850
740	2424	847
741	2427	844
742	2431	840
743	2434	837
744	2437	834
745	2440	830
746	2443	827
747	2445	823
748	2448	820
749	2451	817
750	2454	813
751	2457	810
752	2460	806
753	2463	803
754	2466	800
755	2468	796
756	2471	793
757	2474	789
758	2477	786
759	2480	783
760	2482	779
761	2485	776
762	2488	772
763	2491	769
764	2494	766
765	2496	762
766	2499	759
767	2502	756
768	2505	752
769	2508	749
770	2511	745
771	2514	742
772	2517	739
773	2520	736
774	2523	732
775	2527	729
776	2530	726
777	2533	722
778	2536	719
779	2538	716
780	2541	712
781	2544	709
782	2547	705
783	2549	702
784	2552	699
785	2555	695
786	2557	692
787	2563	689
788	2567	686
789	2569	683
790	2572	679
791	2575	676
792	2577	672
793	2580	669
794	2583	666
795	2585	662
796	2588	659
797	2591	656
798	2594	652
799	2597	649
800	2600	646
801	2603	642
802	2606	639
803	2608	636
804	2611	632
805	2616	629
806	2618	626
807	2621	622
808	2624	619
809	2627	616
810	2630	613
811	2633	609
812	2636	606
813	2638	602
814	2655	602
815	2659	599
816	2661	596
817	2663	592
818	2666	589
819	2669	585
820	2671	582
821	2674	579
822	2677	575
823	2680	572
824	2682	569
825	2685	565
826	2688	562
827	2690	558
828	2693	555
829	2696	552
830	2699	549
831	2702	545
832	2706	542
833	2709	539
834	2712	536
835	2716	532
836	2719	529
837	2722	526
838	2726	523
839	2729	519
840	2732	516
841	2735	513
842	2740	510
843	2742	506
844	2745	503
845	2748	500
846	2751	496
847	2754	493
848	2757	490
849	2759	487
850	2762	483
851	2765	480
852	2768	477
853	2771	473
854	2773	470
855	2776	467
856	2779	463
857	2782	460
858	2784	457
859	2787	453
860	2790	450
861	2793	447
862	2795	443
863	2798	440
864	2801	437
865	2804	433
866	2807	430
867	2812	427
868	2815	424
869	2817	421
870	2820	417
871	2823	414
872	2826	411
873	2828	407
874	2831	404
875	2836	401
876	2840	398
877	2843	395
878	2846	391
879	2849	388
880	2852	385
881	2855	382
882	2858	378
883	2861	375
884	2864	372
885	2866	368
886	2869	365
887	2872	362
888	2875	359
889	2878	355
890	2881	352
891	2883	349
892	2886	345
893	2889	342
894	2892	339
895	2895	336
896	2898	332
897	2900	329
898	2903	326
899	2906	322
900	2909	319
901	2911	316
902	2914	313
903	2917	309
904	2920	306
905	2923	303
906	2926	300
907	2929	296
908	2932	293
909	2934	290
910	2937	286
911	2940	283
912	2942	280
913	2946	277
914	2948	273
915	2951	270
916	2954	267
917	2956	264
918	2959	260
919	2962	257
920	2964	254
921	2967	251
922	2970	247
923	2973	244
924	2976	241
925	2979	238
926	2982	234
927	2984	231
928	2987	228
929	2990	225
930	2992	221
931	2995	218
932	2998	215
933	3001	212
934	3003	208
935	3005	205
936	3008	202
937	3011	199
938	3014	195
939	3016	192
940	3019	189
941	3022	186
942	3025	182
943	3027	179
944	3030	176
945	3033	173
946	3035	169
947	3038	166
948	3056	164
949	3060	161
950	3063	157
951	3065	154
952	3068	151
953	3071	148
954	3074	144
955	3076	141
956	3079	138
957	3082	135
958	3085	131
959	3087	128
960	3090	125
961	3093	122
962	3096	118
963	3098	115
964	3101	112
965	3104	109
966	3106	106
967	3109	102
968	3114	99
969	3117	96
970	3119	93
971	3122	89
972	3125	86
973	3127	83
974	3130	80
975	3133	77
976	3136	73
977	3139	70
978	3141	67
979	3144	64
980	3147	60
981	3150	57
982	3153	54
983	3156	51
984	3159	48
985	3161	44
986	3164	41
987	3167	38
988	3170	35
989	3172	32
990	3175	28
991	3178	25
992	3181	22
993	3183	19
994	3186	16
995	3189	12
996	3192	9
997	3197	6
998	3200	3
999	3203	0
